round,scenario,gpu_accelerated,task_completion_s,iot_energy_J,edge_energy_J,cloud_energy_J,total_energy_J,uplink_MB,cloudlets_finished,cloudlets_expected
53,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
54,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
55,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
56,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
57,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
58,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
59,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
60,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
61,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
62,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
63,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
64,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
65,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
66,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
67,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
68,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
69,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
70,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
71,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
72,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
73,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
74,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
75,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
76,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
77,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
78,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
79,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
80,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
81,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
82,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
83,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
84,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
85,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
86,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
87,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
88,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
89,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
90,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
91,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
92,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
93,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
94,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
95,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
96,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
97,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
98,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
99,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
100,FlatFL_DP,false,50.1100,2800.0000,0.0000,6.2500,2806.2500,1020.0000,21,21
1,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
2,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
3,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
4,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
5,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
6,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
7,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
8,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
9,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
10,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
11,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
12,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
13,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
14,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
15,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
16,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
17,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
18,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
19,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
20,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
21,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
22,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
23,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
24,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
25,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
26,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
27,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
28,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
29,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
30,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
31,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
32,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
33,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
34,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
35,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
36,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
37,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
38,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
39,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
40,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
41,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
42,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
43,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
44,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
45,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
46,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
47,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
48,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
49,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
50,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
51,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
52,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
53,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
54,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
55,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
56,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
57,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
58,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
59,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
60,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
61,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
62,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
63,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
64,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
65,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
66,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
67,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
68,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
69,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
70,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
71,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
72,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
73,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
74,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
75,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
76,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
77,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
78,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
79,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
80,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
81,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
82,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
83,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
84,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
85,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
86,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
87,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
88,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
89,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
90,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
91,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
92,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
93,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
94,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
95,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
96,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
97,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
98,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
99,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
100,HierarchicalFL_NoDP,false,50.3600,2800.0000,116.2500,6.2500,2922.5000,230.0000,24,24
1,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
2,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
3,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
4,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
5,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
6,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
7,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
8,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
9,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
10,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
11,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
12,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
13,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
14,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
15,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
16,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
17,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
18,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
19,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
20,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
21,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
22,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
23,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
24,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
25,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
26,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
27,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
28,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
29,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
30,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
31,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
32,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
33,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
34,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
35,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
36,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
37,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
38,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
39,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
40,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
41,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
42,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
43,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
44,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
45,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
46,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
47,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
48,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
49,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
50,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
51,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
52,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
53,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
54,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
55,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
56,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
57,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
58,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
59,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
60,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
61,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
62,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
63,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
64,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
65,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
66,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
67,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
68,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
69,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
70,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
71,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
72,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
73,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
74,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
75,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
76,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
77,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
78,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
79,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
80,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
81,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
82,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
83,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
84,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
85,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
86,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
87,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
88,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
89,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
90,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
91,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
92,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
93,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
94,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
95,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
96,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
97,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
98,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
99,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
100,HFL_Proposed,true,10.3600,560.0000,138.7500,6.2500,705.0000,236.0000,24,24
